Discipline,Course_Name,Instructor_Name,Institute_Name,Course_URL
Computer Science And Engineering,Data Structures And Algorithms,Prof. Naveen Garg,IIT Delhi,https://nptel.ac.in/courses/106102064
Computer Science And Engineering,Introduction To Computer Graphics,Prof. Prem K Kalra,IIT Delhi,https://nptel.ac.in/courses/106102065
Computer Science And Engineering,Introduction To Problem Solving And Programming,Prof. S. Arun Kumar,IIT Delhi,https://nptel.ac.in/courses/106102066
Computer Science And Engineering,Principles Of Programming Languages,Prof. S. Arun Kumar,IIT Delhi,https://nptel.ac.in/courses/106102067
Computer Science And Engineering,Parallel Computing,Dr. Subodh Kumar,IIT Delhi,https://nptel.ac.in/courses/106102114
Computer Science And Engineering,NOC:Operating Systems,Prof. Sorav Bansal,IIT Delhi,https://nptel.ac.in/courses/106102132
Computer Science And Engineering,NOC:Computer Architecture,Prof. Smruti Ranjan Sarangi,IIT Delhi,https://nptel.ac.in/courses/106102157
Computer Science And Engineering,NOC:Introduction To Parallel Programming In OpenMP,Prof. Yogish Sabharwal,IIT Delhi,https://nptel.ac.in/courses/106102163
Computer Science And Engineering,NOC:Synthesis Of Digital Systems,Prof. Preeti Ranjan Panda,IIT Delhi,https://nptel.ac.in/courses/106102181
Computer Science And Engineering,NOC:An Introduction To Artificial Intelligence,Prof. Mausam,IIT Delhi,https://nptel.ac.in/courses/106102220
Computer Science And Engineering,NOC:Advanced Distributed Systems,Prof. Smruti Ranjan Sarangi,IIT Delhi,https://nptel.ac.in/courses/106102237
Computer Science And Engineering,Computational Number Theory & Cryptography,Dr. Pinaki Mitra,IIT Guwahati,https://nptel.ac.in/courses/106103015
Computer Science And Engineering,VLSI Design Verification And Test,"Dr. Santosh Biswas, Prof. Jatindra Kumar Deka",IIT Guwahati,https://nptel.ac.in/courses/106103016
Computer Science And Engineering,Computer Organization And Architecture,Prof. Jatindra Kumar Deka,IIT Guwahati,https://nptel.ac.in/courses/106103068
Computer Science And Engineering,Data Structures And Program Methodology,"Dr. Pradip K Das, Dr. S.V. Rao",IIT Guwahati,https://nptel.ac.in/courses/106103069
Computer Science And Engineering,Theory Of Automata And Formal Languages,Dr. Diganta Goswami,IIT Guwahati,https://nptel.ac.in/courses/106103070
Computer Science And Engineering,Human-Computer Interaction,"Dr.Samit Bhattacharya, Pradeep P Yammiyavar",IIT Guwahati,https://nptel.ac.in/courses/106103115
Computer Science And Engineering,Design Verification And Test Of Digital VLSI Circuits,"Dr. Santosh Biswas, Prof. Jatindra Kumar Deka",IIT Guwahati,https://nptel.ac.in/courses/106103116
Computer Science And Engineering,NOC:Computer Organization And Architecture A Pedagogical Aspect,"Dr. Santosh Biswas, Prof.Arnab Sarkar, Prof.Jatindra Kumar Deka",IIT Guwahati,https://nptel.ac.in/courses/106103180
Computer Science And Engineering,NOC:Embedded Systems-Design Verification And Test,"Dr. Santosh Biswas, Prof.Arnab Sarkar, Prof.Jatindra Kumar Deka",IIT Guwahati,https://nptel.ac.in/courses/106103182
Computer Science And Engineering,NOC:Multi-Core Computer Architecture-Storage And Interconnects,Prof. John Jose,IIT Guwahati,https://nptel.ac.in/courses/106103183
Computer Science And Engineering,NOC:Multi-Core Computer Architecture,Prof. John Jose,IIT Guwahati,https://nptel.ac.in/courses/106103184
Computer Science And Engineering,NOC:Randomized Algorithms,Prof. Benny George K,IIT Guwahati,https://nptel.ac.in/courses/106103187
Computer Science And Engineering,NOC:Parallel Algorithms,Prof. Sajith Gopalan,IIT Guwahati,https://nptel.ac.in/courses/106103188
Computer Science And Engineering,NOC:Discrete Mathematics,"Prof. Benny George K, Prof. Sajith Gopalan",IIT Guwahati,https://nptel.ac.in/courses/106103205
Computer Science And Engineering,NOC:Advanced Computer Architecture,Prof. John Jose,IIT Guwahati,https://nptel.ac.in/courses/106103206
Computer Science And Engineering,NOC:Computer Graphics,Prof. Samit Bhattacharya,IIT Guwahati,https://nptel.ac.in/courses/106103224
Computer Science And Engineering,NOC:C-Based VLSI Design,Prof. Chandan Karfa,IIT Guwahati,https://nptel.ac.in/courses/106103229
Computer Science And Engineering,NOC:Design & Implementation Of Human-Computer Interfaces,Prof. Samit Bhattacharya,IIT Guwahati,https://nptel.ac.in/courses/106103237
Computer Science And Engineering,Computer Algorithms - 2,Prof. Shashank K. Mehta,IIT Kanpur,https://nptel.ac.in/courses/106104019
Computer Science And Engineering,Indexing And Searching Techniques In Databases,Dr. Arnab Bhattacharya,IIT Kanpur,https://nptel.ac.in/courses/106104021
Computer Science And Engineering,Parallel Computer Architecture,Dr. Mainak Chaudhuri,IIT Kanpur,https://nptel.ac.in/courses/106104024
Computer Science And Engineering,Program Optimization For Multi-Core Architectures,"Dr. Mainak Chaudhuri, Prof. Rajat Moona, Prof. Sanjeev K Aggarwal",IIT Kanpur,https://nptel.ac.in/courses/106104025
Computer Science And Engineering,Theory Of Computation,Prof. Somenath Biswas,IIT Kanpur,https://nptel.ac.in/courses/106104028
Computer Science And Engineering,Compiler Design,Prof. Sanjeev K Aggarwal,IIT Kanpur,https://nptel.ac.in/courses/106104072
Computer Science And Engineering,Computer Organisation And Architecture,Prof. Bhaskaran Raman,IIT Kanpur,https://nptel.ac.in/courses/106104073
Computer Science And Engineering,Introduction To Problem Solving And Programming,Prof. D. Gupta,IIT Kanpur,https://nptel.ac.in/courses/106104074
Computer Science And Engineering,NOC:Riemann Hypothesis And Its Applications,Prof. Manindra Agrawal,IIT Kanpur,https://nptel.ac.in/courses/106104118
Computer Science And Engineering,Biometrics,Prof. Phalguni Gupta,IIT Kanpur,https://nptel.ac.in/courses/106104119
