Discipline,Course_Name,Instructor_Name,Institute_Name,Course_URL
Humanities And Social Sciences,NOC:Visual Perception And Art: A Survey Across The Cultures,Prof. Soumik Nandy Majumdar,"Visva Bharati University, Santiniketan",https://nptel.ac.in/courses/109104122
Humanities And Social Sciences,NOC:Introduction To Basic Cognitive Processes,Prof. Ark Verma,IIT Kanpur,https://nptel.ac.in/courses/109104123
Humanities And Social Sciences,NOC:An Introduction To Microeconomics,Prof. Vimal Kumar,IIT Kanpur,https://nptel.ac.in/courses/109104125
Humanities And Social Sciences,NOC:Introduction To Advanced Cognitive Processes,Prof. Ark Verma,IIT Kanpur,https://nptel.ac.in/courses/109104126
Humanities And Social Sciences,NOC:Introduction To Literary Theory,Prof. Sayan Chattopadhyay,IIT Kanpur,https://nptel.ac.in/courses/109104135
Humanities And Social Sciences,NOC:Population Studies,Prof. A. K. Sharma,IIT Kanpur,https://nptel.ac.in/courses/109104150
Humanities And Social Sciences,NOC:Psychology Of Everyday,"Prof. Alok Bajpai, Prof. Braj Bhushan",IIT Kanpur,https://nptel.ac.in/courses/109104151
Humanities And Social Sciences,NOC:Introduction To Brain & Behaviour,Prof. ARK Verma,IIT Kanpur,https://nptel.ac.in/courses/109104171
Humanities And Social Sciences,NOC: Introduction To Japanese Language And Culture,Prof. Vatsala Misra,IIT Kanpur,https://nptel.ac.in/courses/109104181
Humanities And Social Sciences,NOC:Applied Statistics And Econometrics,Prof. Deep Mukherjee,IIT Kanpur,https://nptel.ac.in/courses/109104182
Humanities And Social Sciences,NOC:Introduction To Japanese Language And Culture - II,Prof. Vatsala Misra,IIT Kanpur,https://nptel.ac.in/courses/109104195
Humanities And Social Sciences,"NOC:Indian Art: Materials, Techniques And Artistic Practices",Prof. Rajarshi Sengupta,IIT Kanpur,https://nptel.ac.in/courses/109104196
Humanities And Social Sciences,NOC: प्रमुख हिंदी कहानियां और भारतीय समाज,Prof. Shri Prakash Shukla,IIT (BHU) Varanasi,https://nptel.ac.in/courses/109104197
Humanities And Social Sciences,NOC:Introductory Rural Sociology: Continuity And Change,Prof. Ashish Saxena,University Of Allahabad,https://nptel.ac.in/courses/109104203
Humanities And Social Sciences,NOC:Threads Of Visual Exploration: Textiles And Allied Practices,Prof. Rajarshi Sengupta,IIT Kanpur,https://nptel.ac.in/courses/109104204
Humanities And Social Sciences,NOC:Moral Thinking: An Introduction To Values And Ethics,Prof. Vineet Sahu,IIT Kanpur,https://nptel.ac.in/courses/109104206
Humanities And Social Sciences,NOC:Business Japanese And Business Manner,"Prof. Vatsala Misra, Prof. Yumiko Furuichi","IITK, University Of Tokyo",https://nptel.ac.in/courses/109104496
Humanities And Social Sciences,NOC:Threads Of Visual Exploration: Textiles And Allied Practices - Part II,Prof. Rajarshi Sengupta,IIT Kanpur,https://nptel.ac.in/courses/109104497
Humanities And Social Sciences,NOC:Social Behavior And The Brain: An Introduction To Social Neuroscience,Prof. Ark Verma,IIT Kanpur,https://nptel.ac.in/courses/109104607
Humanities And Social Sciences,NOC:Mental Health And Wellbeing,"Dr. Aneesh T, Dr. Oyin Mibang, Mr. Ansuma Narzary, Mr. Sunny Sharma, Ms. Akanksha Awasthy, Ms. Amandip Saikia, Ms. Charul Bhoria, Ms. Rita Shukla, Ms. Shreyasi Vashishta, Prof. Santanu Misra",IIT Kanpur,https://nptel.ac.in/courses/109104666
Humanities And Social Sciences,NOC:Symbolic Logic,Prof. Chhanda Chakraborti,IIT Kharagpur,https://nptel.ac.in/courses/109105111
Humanities And Social Sciences,NOC:Globalization And Culture,Prof. Anjali Gera Roy,IIT Kharagpur,https://nptel.ac.in/courses/109105113
Humanities And Social Sciences,NOC:Speaking Effectively,Prof. Anjali Gera Roy,IIT Kharagpur,https://nptel.ac.in/courses/109105117
Humanities And Social Sciences,NOC:Human Resource Development,Prof. Kbl Srivastava,IIT Kharagpur,https://nptel.ac.in/courses/109105121
Humanities And Social Sciences,NOC:Educational Leadership,Prof. Atasi Mohanty,IIT Kharagpur,https://nptel.ac.in/courses/109105122
Humanities And Social Sciences,NOC:Introduction To Basic Spoken Sanskrit,Prof. Anuradha Choudry,IIT Kharagpur,https://nptel.ac.in/courses/109105135
Humanities And Social Sciences,"NOC:Water, Society And Sustainability",Prof. Jenia Mukherjee,IIT Kharagpur,https://nptel.ac.in/courses/109105136
Humanities And Social Sciences,NOC:Intermediate Level Of Spoken Sanskrit,Prof. Anuradha Choudry,IIT Kharagpur,https://nptel.ac.in/courses/109105169
Humanities And Social Sciences,NOC:Entrepreneurship And IP Strategy,Prof. Gouri Gargate,IIT Kharagpur,https://nptel.ac.in/courses/109105176
Humanities And Social Sciences,NOC:Urbanization And Environment,Prof. Jenia Mukherjee,IIT Kharagpur,https://nptel.ac.in/courses/109105185
Humanities And Social Sciences,NOC:The World Of Apu,Prof. Ashoke Viswanathan Prof. Joy Sen,,https://nptel.ac.in/courses/109105193
Humanities And Social Sciences,NOC:Sociology And Resource Management,"Prof. Amrita Sen, Prof. Archana Patnaik",IIT Kharagpur,https://nptel.ac.in/courses/109105195
Humanities And Social Sciences,NOC:Urban Sociology,"Prof. Amrita Sen, Prof. Archana Patnaik",IIT Kharagpur,https://nptel.ac.in/courses/109105196
Humanities And Social Sciences,NOC:Management Of Fixed Income Securities,Prof.Jitendra Mahakud,IIT Kharagpur,https://nptel.ac.in/courses/109105197
Humanities And Social Sciences,NOC:Psychology Of Learning,Prof. Atasi Mohanty,IIT Kharagpur,https://nptel.ac.in/courses/109105204
Humanities And Social Sciences,NOC:Introduction To Language And Linguistics,"Prof. Bornini Lahiri, Prof. Dripta Piplai (Mondal)",IIT Kharagpur,https://nptel.ac.in/courses/109105205
Humanities And Social Sciences,NOC:Sustainable Happiness,Prof. Atasi Mohanty,IIT Kharagpur,https://nptel.ac.in/courses/109105493
Humanities And Social Sciences,NOC:Logistics & Supply Chain Management,Prof. Vikas Thakur,IIT Kharagpur,https://nptel.ac.in/courses/109105494
Humanities And Social Sciences,NOC:Tools And Technologies Of Language Documentation,"Prof. Dripta Piplai (Mondal), Prof. Bornini Lahiri",IIT Kharagpur,https://nptel.ac.in/courses/109105495
Humanities And Social Sciences,NOC:Mastering Speaking And Presentations: A Case Based Approach,Prof. Seema Singh,IIT Kharagpur,https://nptel.ac.in/courses/109105605
Humanities And Social Sciences,NOC:Inclusive Education,Prof. Umakant Prasad,"Visva Bharati University, Santiniketan",https://nptel.ac.in/courses/109105712
Humanities And Social Sciences,Aspects Of Western Philosophy,Dr. Sreekumar Nellickappilly,IIT Madras,https://nptel.ac.in/courses/109106051
Humanities And Social Sciences,Aspects Of Western Philosophy,Dr. Sreekumar Nellickappilly,IIT Madras,https://nptel.ac.in/courses/109106052
Humanities And Social Sciences,Contemporary Literature,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106053
Humanities And Social Sciences,Contemporary Literature,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106054
Humanities And Social Sciences,NOC:History Of Economic Theory,Prof. S. S. SivaKumar,IIT Madras,https://nptel.ac.in/courses/109106058
Humanities And Social Sciences,NOC:Indian Philosophy,Prof. Satya Sundar Sethy,IIT Madras,https://nptel.ac.in/courses/109106059
Humanities And Social Sciences,Philosophy Of Language,Dr. Satya Sundar Sethy,IIT Madras,https://nptel.ac.in/courses/109106063
Humanities And Social Sciences,Technical English,Dr. G.P. Ragini,IIT Madras,https://nptel.ac.in/courses/109106066
Humanities And Social Sciences,NOC:Better Spoken English,Prof. Shreesh Chaudhary,IIT Madras,https://nptel.ac.in/courses/109106067
Humanities And Social Sciences,Reading Poetry,Prof. Meghna Mudaliar,IIT Madras,https://nptel.ac.in/courses/109106075
Humanities And Social Sciences,Introduction To Film Studies,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106078
Humanities And Social Sciences,Introduction To Modern Linguistics,"Prof. Rajesh Kumar, Prof. Shreesh Chaudhary",IIT Madras,https://nptel.ac.in/courses/109106080
Humanities And Social Sciences,Principles And Parameters In Natural Language,Prof. Rajesh Kumar,IIT Madras,https://nptel.ac.in/courses/109106083
Humanities And Social Sciences,NOC:Literary Theory And Literary Criticism,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106084
Humanities And Social Sciences,NOC: Film Appreciation,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106086
Humanities And Social Sciences,NOC:Appreciating Carnatic Music,Prof. Lakshmi Sreeram,Ahmedabad University,https://nptel.ac.in/courses/109106087
Humanities And Social Sciences,NOC:Language And Society,Prof. Rajesh Kumar,IIT Madras,https://nptel.ac.in/courses/109106091
Humanities And Social Sciences,NOC:Issues In Bioethics,Prof. Sreekumar Nellickappilly,IIT Madras,https://nptel.ac.in/courses/109106092
Humanities And Social Sciences,NOC:Technical English For Engineers(Course Sponsored By Aricent),Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106094
Humanities And Social Sciences,NOC:Economics Of IPR,Prof. Nalin Bharti,IIT Patna,https://nptel.ac.in/courses/109106100
Humanities And Social Sciences,NOC:Applied Linguistics,Prof. Rajesh Kumar,IIT Madras,https://nptel.ac.in/courses/109106114
Humanities And Social Sciences,NOC:Ethics,Prof. Sreekumar Nellickapilly,IIT Madras,https://nptel.ac.in/courses/109106117
Humanities And Social Sciences,NOC:The Renaissance And Shakespeare,Prof. Shormishtha Panja,IIT Madras,https://nptel.ac.in/courses/109106120
Humanities And Social Sciences,NOC:Literature For Competitive Exams,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106122
Humanities And Social Sciences,NOC:History Of English Language And Literature,Prof. Merin Simi Raj,IIT Madras,https://nptel.ac.in/courses/109106124
Humanities And Social Sciences,NOC:Business English Communication,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106129
Humanities And Social Sciences,NOC:Postmodernism In Literature,Prof. Merin Simi Raj,IIT Madras,https://nptel.ac.in/courses/109106130
Humanities And Social Sciences,NOC:Short Fiction In Indian Literature,Prof. A Divya,IIT Madras,https://nptel.ac.in/courses/109106138
Humanities And Social Sciences,NOC:Feminist Writings,Prof. Avishek Parui,IIT Madras,https://nptel.ac.in/courses/109106146
Humanities And Social Sciences,NOC:Managing Intellectual Property In Universities,Prof. Feroz Ali,IIT Madras,https://nptel.ac.in/courses/109106148
Humanities And Social Sciences,NOC:Appreciating Linguistics: A Typological Approach,Prof. Anindita,IIT Madras,https://nptel.ac.in/courses/109106159
Humanities And Social Sciences,NOC:Inclusion And Technology Design,Prof. Bidisha Chaudhuri,IIIT Bangalore,https://nptel.ac.in/courses/109106160
Humanities And Social Sciences,NOC:Energy Economics And Policy,Prof. Shyamasree Dasgupta,IIT Mandi,https://nptel.ac.in/courses/109106161
Humanities And Social Sciences,NOC:The Victorian Gothic Short Story,Prof. Divya.A,IIT Madras,https://nptel.ac.in/courses/109106163
Humanities And Social Sciences,NOC:Disability Studies: An Introduction,Prof. Hemachandran Karah,IIT Madras,https://nptel.ac.in/courses/109106168
Humanities And Social Sciences,"NOC:Introduction To Political Ideologies : Contexts, Ideas, And Practices",Prof. Arvind Sivaramakrishnan,IIT Madras,https://nptel.ac.in/courses/109106174
Humanities And Social Sciences,NOC:Poetry,Prof. S P Dhanavel,IIT Madras,https://nptel.ac.in/courses/109106176
Humanities And Social Sciences,NOC:The Popular Gothic Novel,Prof. Divya A,IIT Madras,https://nptel.ac.in/courses/109106177
Humanities And Social Sciences,NOC:Classical Sociological Theory,Prof. R. Santhosh,IIT Madras,https://nptel.ac.in/courses/109106180
Humanities And Social Sciences,NOC:Literary And Cultural Disability Studies: An Exploration,Prof. Hemachandran Karah,IIT Madras,https://nptel.ac.in/courses/109106185
Humanities And Social Sciences,NOC:Trauma And Literature,Prof. Avishek Parui,IIT Madras,https://nptel.ac.in/courses/109106186
Humanities And Social Sciences,NOC:Twentieth Century American Drama,Prof. Merin Simi Raj,IIT Madras,https://nptel.ac.in/courses/109106187
Humanities And Social Sciences,NOC:Fundamental Concepts In Sociolinguistics,"Prof. Om Prakash, Prof. Rajesh Kumar",Gautam Buddha University And IIT Madras,https://nptel.ac.in/courses/109106188
Humanities And Social Sciences,NOC:An Introduction To Indian Literary Theory,Prof. Sreenath V.S,IIT Madras,https://nptel.ac.in/courses/109106195
Humanities And Social Sciences,NOC:Social History Of Medicine In Colonial India,Prof. John Bosco Lourdusamy,IIT Madras,https://nptel.ac.in/courses/109106203
Humanities And Social Sciences,NOC:Indian Society: Sociological Perspectives,Prof. R. Santhosh,IIT Madras,https://nptel.ac.in/courses/109106204
Humanities And Social Sciences,NOC:Sports And Performance Nutrition,Prof. Geetha Ghaliyavar,IIT Madras,https://nptel.ac.in/courses/109106402
Humanities And Social Sciences,NOC:Sports Psychology,"Prof. Chaitanya Sridhar, Prof. Nivedita Rajan, Prof. Priyanka Prabhakar",IIT Madras,https://nptel.ac.in/courses/109106403
Humanities And Social Sciences,NOC:Introduction To Exercise Physiology & Sports Performance,"Col (Dr) Anup Krishnan (Retd), Prof. Pralay Majumdar, Wg Cdr (Dr) CS Guru",IIT Madras,https://nptel.ac.in/courses/109106406
Humanities And Social Sciences,"NOC:Fundamentals Of Sports Training, Load Management And Recovery","Col (Dr) Anup Krishnan (Retd), Prof. Kaustubh Shedjale",IIT Madras,https://nptel.ac.in/courses/109106407
Humanities And Social Sciences,NOC:Korean I,Prof. Soo Jin Shim,IIT Madras,https://nptel.ac.in/courses/109106499
Humanities And Social Sciences,NOC:Performance Traditions Of The Mahabharata In Tamil Nadu,"Prof. Rajesh Kumar, Prof. Sashikanth Ananthachari",IIT Madras,https://nptel.ac.in/courses/109106500
Humanities And Social Sciences,NOC:Posthumanism: An Introduction,Prof. Pramod K Nayar,University Of Hyderabad,https://nptel.ac.in/courses/109106503
Humanities And Social Sciences,NOC:Indian Popular Culture,Prof. Bibhuti Mary Kachhap,IIT Tirupati,https://nptel.ac.in/courses/109106505
Humanities And Social Sciences,NOC:Contemporary Literature,Prof. Aysha Viswamohan,IIT Madras,https://nptel.ac.in/courses/109106594
Humanities And Social Sciences,China In Contemporary Global Politics,Prof. Joe Thomas Karackattu,IIT Madras,https://nptel.ac.in/courses/109106695
Humanities And Social Sciences,NOC:The Literature Of Climate Crisis,Prof. Pramod K Nayar,University Of Hyderabad,https://nptel.ac.in/courses/109106733
Humanities And Social Sciences,NOC:Indian National Movement,Prof. Santhosh Abraham,IIT Madras,https://nptel.ac.in/courses/109106735
Humanities And Social Sciences,NOC:Nation And Narration,"Prof. Anandita Pan, Prof. Sreenath V.S","IIT Madras,IIT Hyderabad",https://nptel.ac.in/courses/109106737
Humanities And Social Sciences,NOC:Introduction To Physical Medicine And Rehabilitation In Sports,"Col (Dr) Anup Krishnan, Wg Cdr (Dr) CS Guru",IIT Madras,https://nptel.ac.in/courses/109106797
Humanities And Social Sciences,NOC:Time Value Of Money-Concepts And Calculations,Prof. Bikash Mohanty,IIT Roorkee,https://nptel.ac.in/courses/109107115
Humanities And Social Sciences,"NOC:Depreciation, Alternate Investment And Profitability Analysis",Prof. Bikash Mohanty,IIT Roorkee,https://nptel.ac.in/courses/109107119
Humanities And Social Sciences,NOC:Soft Skills,Prof. Binod Mishra,IIT Roorkee,https://nptel.ac.in/courses/109107121
Humanities And Social Sciences,NOC:Sociology Of Science,Prof. Aninday Jayant Mishra,IIT Roorkee,https://nptel.ac.in/courses/109107131
Humanities And Social Sciences,NOC:Perspectives On Neurolinguistic,Prof. Smita Jha,IIT Roorkee,https://nptel.ac.in/courses/109107132
Humanities And Social Sciences,"NOC:Literature, Culture And Media",Prof. Rashmi Gaur,IIT Roorkee,https://nptel.ac.in/courses/109107139
Humanities And Social Sciences,NOC:Body Language: Key To Professional Success,Prof. Rashmi Gaur,IIT Roorkee,https://nptel.ac.in/courses/109107154
Humanities And Social Sciences,NOC:Interpersonal Skills,Prof. Smita Jha,IIT Roorkee,https://nptel.ac.in/courses/109107155
Humanities And Social Sciences,NOC:International Trade - Theory And Empirics,Prof. Pratap C. Mohanty,IIT Roorkee,https://nptel.ac.in/courses/109107173
Humanities And Social Sciences,NOC:Handling Large-Scale Unit Level Data,Prof. Pratap C. Mohanty,IIT Roorkee,https://nptel.ac.in/courses/109107182
Humanities And Social Sciences,NOC:Public Speaking,Prof. Binod Mishra,IIT Roorkee,https://nptel.ac.in/courses/109107195
Humanities And Social Sciences,NOC:Partition Of India In Print Media And Cinema,Prof. Sarbani Banerjee,IIT Roorkee,https://nptel.ac.in/courses/109107196
Humanities And Social Sciences,NOC:Countering Stage Fright,Prof. Smita Jha,IIT Roorkee,https://nptel.ac.in/courses/109107203
Humanities And Social Sciences,NOC:Advance Course In Social Psychology,Prof. Pooja Garg,IIT Roorkee,https://nptel.ac.in/courses/109107204
Humanities And Social Sciences,NOC:Performative Gender And Religions In South Asia,Prof. Sarbani Banerjee,IIT Roorkee,https://nptel.ac.in/courses/109107205
Humanities And Social Sciences,NOC:The English Novel: Interdisciplinary Approaches,"Prof. Aruni Mahapatra , Prof. Smita Jha",IIT Roorkee,https://nptel.ac.in/courses/109107498
Humanities And Social Sciences,NOC:Memory,Prof. M. K. Asthana,IIT Roorkee,https://nptel.ac.in/courses/109107541
Humanities And Social Sciences,NOC:The Fiction Of Indian Diaspora,Prof. Nagendra Kumar,IIT Roorkee,https://nptel.ac.in/courses/109107730
Humanities And Social Sciences,NOC:Tribal Studies In India: Interdisciplinary Perspectives And Approaches,"Prof. Roluahpuia, Prof. Sarbani Banerjee",IIT Roorkee,https://nptel.ac.in/courses/109107734
Humanities And Social Sciences,NOC:Twentieth-Century English Poetry: Between Lyric And Epic,Prof. Aruni Mahapatra,IIT Roorkee,https://nptel.ac.in/courses/109107739
Humanities And Social Sciences,NOC:Advance Course In Organizational Behavior,Prof. Pooja Garg,IIT Roorkee,https://nptel.ac.in/courses/109107740
Humanities And Social Sciences,NOC:Research Methodology In Humanities And Social Sciences,Prof. Smita Jha,IIT Roorkee,https://nptel.ac.in/courses/109107741
Humanities And Social Sciences,NOC:Artistic Exploration In Scientific Research And Technology,Prof. Bitasta Das,IISc Bangalore,https://nptel.ac.in/courses/109108158
Humanities And Social Sciences,NOC:HR Analytics,"Prof. Abhishek Singh, Prof. Santosh Rangnekar",IIT Roorkee XLRI Jamshedpur,https://nptel.ac.in/courses/110107492
Humanities And Social Sciences,Contemporary Indian Philosophy,Dr. Ratikanta Panda,IIT Bombay,https://nptel.ac.in/courses/109101002
Humanities And Social Sciences,Contemporary Issues In Philosophy Of Mind & Cognition,"Dr. Rajakishore Nath, Dr. Ranjan K.Panda",IIT Bombay,https://nptel.ac.in/courses/109101003
Humanities And Social Sciences,Contemporary Issues In Philosophy Of Mind & Cognition,"Dr. Rajakishore Nath, Dr. Ranjan K.Panda",IIT Bombay,https://nptel.ac.in/courses/109101004
Humanities And Social Sciences,Health Psychology,Prof. Mrinmoyi Kulkarni,IIT Bombay,https://nptel.ac.in/courses/109101007
Humanities And Social Sciences,Social Cognition,Prof. Azizuddin Khan,IIT Bombay,https://nptel.ac.in/courses/109101015
Humanities And Social Sciences,Understanding Creativity And Creative Writing,Prof. Neelima Talwar,IIT Bombay,https://nptel.ac.in/courses/109101017
Humanities And Social Sciences,NOC: सन्धि Sandhi In Paninian Grammar,Prof. Malhar Kulkarni,IIT Bombay,https://nptel.ac.in/courses/109101195
Humanities And Social Sciences,NOC:समास Samāsa In PāṇInian Grammar- II,Prof. Malhar Kulkarni,IIT Bombay,https://nptel.ac.in/courses/109101203
Humanities And Social Sciences,"NOC:Text, Texuality And Digital Media",Prof. Arjun Gosh,IIT Delhi,https://nptel.ac.in/courses/109102156
Humanities And Social Sciences,NOC:Positive Psychology,Prof. Kamlesh Singh,IIT Delhi,https://nptel.ac.in/courses/109102157
Humanities And Social Sciences,Cultural Studies,Dr. Liza Das,IIT Guwahati,https://nptel.ac.in/courses/109103018
Humanities And Social Sciences,Cultural Studies,Dr. Liza Das,IIT Guwahati,https://nptel.ac.in/courses/109103019
Humanities And Social Sciences,English Language And Literature,"Dr. Krishna Barua, Dr. Liza Das",IIT Guwahati,https://nptel.ac.in/courses/109103020
Humanities And Social Sciences,Game Theory And Economics,Dr. Debarshi Das,IIT Guwahati,https://nptel.ac.in/courses/109103021
Humanities And Social Sciences,Indian Society - Issues And Problems,"Dr. Liza Das, Dr. Sambit Mallick",IIT Guwahati,https://nptel.ac.in/courses/109103022
Humanities And Social Sciences,Introduction To Sociology,Dr. Sambit Mallick,IIT Guwahati,https://nptel.ac.in/courses/109103023
Humanities And Social Sciences,"Science, Technology And Society","Dr. Sambit Mallick, Prof. Archana Barua",IIT Guwahati,https://nptel.ac.in/courses/109103024
Humanities And Social Sciences,NOC:Digital Human Modeling And Simulation For Virtual Ergonomics Evaluation,Prof. Sougata Karmakar,IIT Guwahati,https://nptel.ac.in/courses/109103101
Humanities And Social Sciences,"NOC:Science, Technology And Society",Prof. Sambit Mallick,IIT Guwahati,https://nptel.ac.in/courses/109103121
Humanities And Social Sciences,NOC:Gender And Literature,Prof. Avishek Parui,IIT Madras,https://nptel.ac.in/courses/109103122
Humanities And Social Sciences,NOC:Ecology And Society,Prof. Ngamjahao Kipgen,IIT Guwahati,https://nptel.ac.in/courses/109103123
Humanities And Social Sciences,NOC:Consumer Psychology,Prof. Naveen Kashyap,IIT Guwahati,https://nptel.ac.in/courses/109103136
Humanities And Social Sciences,NOC:Introduction To Modern Indian Drama,Prof. Kiran Keshavamurthy,IIT Guwahati,https://nptel.ac.in/courses/109103140
Humanities And Social Sciences,NOC:The Psychology Of Language,Prof. Naveen Kashyap,IIT Guwahati,https://nptel.ac.in/courses/109103152
Humanities And Social Sciences,NOC:Development Research Methods,Prof. Rajshree Bedamatta,IIT Guwahati,https://nptel.ac.in/courses/109103153
Humanities And Social Sciences,NOC:Introduction To Western Political Thought,Prof. Mithilesh Kumar Jha,IIT Guwahati,https://nptel.ac.in/courses/109103176
Humanities And Social Sciences,"NOC:Psychology Of Stress, Health And Well-Being",Prof. Dilwar Hussain,IIT Guwahati,https://nptel.ac.in/courses/109103182
Humanities And Social Sciences,NOC:Sociology Of Development,Prof. Sambit Mallick,IIT Guwahati,https://nptel.ac.in/courses/109103185
Humanities And Social Sciences,NOC:Environment And Development,Prof. Ngamjahao Kipgen,IIT Guwahati,https://nptel.ac.in/courses/109103186
Humanities And Social Sciences,NOC:Introduction To Market Structures,Prof. Amarjyoti Mahanta,IIT Guwahati,https://nptel.ac.in/courses/109103187
Humanities And Social Sciences,NOC:Mathematics For Economics - I,Prof. Debarshi Das,IIT Guwahati,https://nptel.ac.in/courses/109103188
Humanities And Social Sciences,NOC:Economics Of Health And Education,Prof. Rajshree Bedamatta,IIT Guwahati,https://nptel.ac.in/courses/109103501
Humanities And Social Sciences,NOC:Engineering Psychology,Prof. Naveen Kashyap,IIT Guwahati,https://nptel.ac.in/courses/109103540
Humanities And Social Sciences,NOC:Applied Positive Psychology,Prof. Dilwar Hussain,IIT Guwahati,https://nptel.ac.in/courses/109103736
Humanities And Social Sciences,NOC:Fundamentals Of Language Acquisition,Prof. Bidisha Som,IIT Guwahati,https://nptel.ac.in/courses/109103753
Humanities And Social Sciences,Biological Bases Of Behavior,Braj Bhushan,IIT Kanpur,https://nptel.ac.in/courses/109104029
Humanities And Social Sciences,Communication Skills,Dr. T. Ravichandran,IIT Kanpur,https://nptel.ac.in/courses/109104030
Humanities And Social Sciences,Communication Skills,Dr. T. Ravichandran,IIT Kanpur,https://nptel.ac.in/courses/109104031
Humanities And Social Sciences,Ethics,Dr. Vineet Sahu,IIT Kanpur,https://nptel.ac.in/courses/109104032
Humanities And Social Sciences,Game Theory For Economists,Dr. Sarani Saha,IIT Kanpur,https://nptel.ac.in/courses/109104034
Humanities And Social Sciences,NOC:International Economics,Prof. Somesh K. Mathur,IIT Kanpur,https://nptel.ac.in/courses/109104035
Humanities And Social Sciences,Introduction To Logic,Dr. A.V. Ravishankar Sarma,IIT Kanpur,https://nptel.ac.in/courses/109104040
Humanities And Social Sciences,Population And Society,Prof. A.K. Sharma,IIT Kanpur,https://nptel.ac.in/courses/109104044
Humanities And Social Sciences,Population And Society,Prof. A.K. Sharma,IIT Kanpur,https://nptel.ac.in/courses/109104045
Humanities And Social Sciences,Rural And Urban Sociology,Dr. Anindita Chakrabarti,IIT Kanpur,https://nptel.ac.in/courses/109104047
Humanities And Social Sciences,Social Psychology,Dr. Kumar Ravi Priya,IIT Kanpur,https://nptel.ac.in/courses/109104048
Humanities And Social Sciences,Translation Studies And Theory,Prof. Mini Chandran,IIT Kanpur,https://nptel.ac.in/courses/109104050
Humanities And Social Sciences,Exploring Human Values: Visions Of Happiness And Perfect Society,Prof. A.K. Sharma,IIT Kanpur,https://nptel.ac.in/courses/109104068
Humanities And Social Sciences,Psychology Of Adjustment,Braj Bhushan,IIT Kanpur,https://nptel.ac.in/courses/109104070
Humanities And Social Sciences,Public Economics,Prof. Tanika Chakrabarty,IIT Kanpur,https://nptel.ac.in/courses/109104071
Humanities And Social Sciences,History Of Modern Economic Thought,Dr.Anirban Mukherjee,IIT Kanpur,https://nptel.ac.in/courses/109104072
Humanities And Social Sciences,Introduction To Sociology,Prof. A.K. Sharma,IIT Kanpur,https://nptel.ac.in/courses/109104074
Humanities And Social Sciences,Money & Banking,Prof.Surajit Sinha,IIT Kanpur,https://nptel.ac.in/courses/109104076
Humanities And Social Sciences,NOC:Human Adjustment Processes,Braj Bhushan,IIT Kanpur,https://nptel.ac.in/courses/109104081
Humanities And Social Sciences,Selected Topics In Psychology,"Ajit Dalal, Alok Bajpai, Braj Bhushan, Girishwar Misra, JBP Sinha, Manas K Mandal, Rakesh K. Gupta, Ramadhar Singh, Vivek Benegal",IIT Kanpur,https://nptel.ac.in/courses/109104082
Humanities And Social Sciences,NOC:Practical English: Learning And Teaching(Course Sponsored By Aricent),Prof. Bhaskar Dasgupta,IIT Kanpur,https://nptel.ac.in/courses/109104090
Humanities And Social Sciences,NOC:Stress Management,Prof. Rajlakshmi Guha,IIT Kharagpur,https://nptel.ac.in/courses/121105009
Management,NOC:Introduction To Stochastic Processes,Prof. Manjesh Hanawal,IIT Bombay,https://nptel.ac.in/courses/110101141
Management,NOC:Introduction To System Dynamics Modeling,Prof. Jayendran Venkateswaran,IIT Bombay,https://nptel.ac.in/courses/110101142
Management,NOC:Quality Control And Improvement With MINITAB,Prof. Indrajit Mukherjee,IIT Bombay,https://nptel.ac.in/courses/110101150
Management,NOC:Advances In Strategic Human Resource Management (HRM),Prof. Ashish Pandey,IIT Bombay,https://nptel.ac.in/courses/110101164
Management,NOC:Yoga And Positive Psychology For Managing Career And Life,Prof. Ashish Pandey,IIT Bombay,https://nptel.ac.in/courses/110101165
Management,NOC:Supply Chain Digitization,"Prof. Debabrata Das, Prof. Priyanka Verma, Prof. Sushmita Narayana",IIT Bombay,https://nptel.ac.in/courses/110101436
Management,NOC:Business Forecasting,Prof. Pankaj Dutta,IIT Bombay,https://nptel.ac.in/courses/110101438
Management,NOC:Business Fundamentals For Entrepreneurs,Prof. Devdip Purkayastha,IIT Bombay,https://nptel.ac.in/courses/110101628
Management,NOC:Pre-Business School Statistics,Prof. Sudeep Bapat,IIT Bombay,https://nptel.ac.in/courses/110101915
Management,NOC:Healthcare Quality Management- Infection Control And Patient Safety,Prof. Dhananjay D Mankar,"Tata Institute Of Social Sciences, Mumbai",https://nptel.ac.in/courses/110101916
Management,NOC:Technology Commercialization & New Product Development,"Prof. Devdip Purkayastha, Prof. Rajkumar Hirwani",IIT Bombay,https://nptel.ac.in/courses/110101927
Management,NOC:Economic Growth And Development,Prof. Rajshree Bedamatta,IIT Guwahati,https://nptel.ac.in/courses/110103093
